f/2	f/3	1.96648270216
f/2	f/3	1.9125492076
f/2	f/1	1.72003441874
f/2	f/3	1.92125450553
f/2	f/3	1.94094677809
f/2	f/5	1.95252435891
f/2	f/5	1.91680673744
f/2	f/2	1.92374861956
f/2	f/4	1.93697511918
f/2	f/1	1.93895436557
f/2	f/2	1.87429642605
f/2	f/5	1.937953144
f/2	f/3	1.8915070472
f/2	f/2	1.9520090825
f/2	f/3	1.92905044199
f/2	f/2	1.90657865492
f/2	f/3	1.69347384866
f/2	f/2	1.91305798914
f/2	f/3	1.93620809316
f/2	f/2	1.88760668852
f/2	f/2	1.94923087748
f/2	f/1	1.88134475867
f/2	f/9	1.85802193866
f/2	f/7	1.91941825381
f/2	f/5	1.92310244301
f/2	f/5	1.93694030081
f/2	f/4	1.89711384956
f/2	f/1	1.92708746812
f/2	f/1	1.92559729213
f/2	f/5	1.94617434013
f/2	f/4	1.91749387093
f/2	f/1	1.89449465335
f/2	f/4	1.90654301435
f/2	f/3	1.90849933603
f/2	f/4	1.93949609814
f/2	f/1	1.86490794449
f/2	f/2	1.8492162009
f/2	f/4	1.88633783497
f/2	f/5	1.94537623285
f/2	f/5	1.74067424474
f/2	f/4	1.92622158111
f/2	f/5	1.93697806224
f/2	f/8	1.9316596687
f/2	f/5	1.9521469208
f/2	f/1	1.92410392115
f/2	f/6	1.94107830368
f/2	f/5	1.90505749077
f/2	f/3	1.9260067862
f/2	f/2	1.91356187633
f/2	f/4	1.90192579163
f/2	f/3	1.89969959372
f/2	f/4	1.89722896422
f/2	f/4	1.92215596223
f/2	f/2	1.88512785448
f/2	f/4	1.75822013557
f/2	f/1	1.94966818447
f/2	f/6	1.91744943988
f/2	f/1	1.89380074896
f/2	f/1	1.89524042741
f/3	f/2	1.96648270216
f/3	f/3	1.93758976166
f/3	f/1	1.96805000506
f/3	f/3	1.90521643315
f/3	f/3	1.93319377971
f/3	f/5	1.90804762821
f/3	f/5	1.9354428956
f/3	f/2	1.96971733656
f/3	f/4	1.95235092193
f/3	f/1	1.93296606792
f/3	f/2	1.94238682774
f/3	f/5	1.95214924412
f/3	f/3	1.93659358995
f/3	f/2	1.86919009144
f/3	f/3	1.94938601469
f/3	f/2	1.9436243611
f/3	f/3	1.96361099447
f/3	f/2	1.95432222881
f/3	f/3	1.82575125817
f/3	f/2	1.97247291061
f/3	f/2	1.94086617328
f/3	f/1	1.969096389
f/3	f/9	1.98420558826
f/3	f/7	1.97601495038
f/3	f/5	1.95543185888
f/3	f/5	1.94149023807
f/3	f/4	1.96242603752
f/3	f/1	1.9512214336
f/3	f/1	1.96773638851
f/3	f/5	1.92246761945
f/3	f/4	1.94547754175
f/3	f/1	1.95523756458
f/3	f/4	1.93660496951
f/3	f/3	1.93731420373
f/3	f/4	1.9763539484
f/3	f/1	1.97383220173
f/3	f/2	1.97133359171
f/3	f/4	1.9664113519
f/3	f/5	1.91033733481
f/3	f/5	1.96752836621
f/3	f/4	1.93305622727
f/3	f/5	1.95735521671
f/3	f/8	1.98548319466
f/3	f/5	1.94482921521
f/3	f/1	1.95861983484
f/3	f/6	1.97009404193
f/3	f/5	1.95307966155
f/3	f/3	1.94664808383
f/3	f/2	1.9503471705
f/3	f/4	1.94646236591
f/3	f/3	1.90288718419
f/3	f/4	1.94307782776
f/3	f/4	1.93451025265
f/3	f/2	1.97759647888
f/3	f/4	1.96107047225
f/3	f/1	1.92298613784
f/3	f/6	1.9301577339
f/3	f/1	1.97085907937
f/3	f/1	1.96056752622
f/3	f/2	1.9125492076
f/3	f/3	1.93758976166
f/3	f/1	1.90193840329
f/3	f/3	1.8021939528
f/3	f/3	1.90212608975
f/3	f/5	1.90593586088
f/3	f/5	1.85213688935
f/3	f/2	1.91266899476
f/3	f/4	1.96276201096
f/3	f/1	1.90695907301
f/3	f/2	1.86085005678
f/3	f/5	1.92886207701
f/3	f/3	1.79588554252
f/3	f/2	1.91435569725
f/3	f/3	1.70789760519
f/3	f/2	1.90675656878
f/3	f/3	1.91684525902
f/3	f/2	1.8387295037
f/3	f/3	1.85582399063
f/3	f/2	1.88742360858
f/3	f/2	1.90035226863
f/3	f/1	1.88050088638
f/3	f/9	1.917837654
f/3	f/7	1.97842666189
f/3	f/5	1.87335325313
f/3	f/5	1.87641284827
f/3	f/4	1.86742980044
f/3	f/1	1.88299930351
f/3	f/1	1.88668378369
f/3	f/5	1.88651230229
f/3	f/4	1.84019449269
f/3	f/1	1.89672465216
f/3	f/4	1.88845100247
f/3	f/3	1.80641611547
f/3	f/4	1.9570257858
f/3	f/1	1.93980759478
f/3	f/2	1.9411906833
f/3	f/4	1.90871576668
f/3	f/5	1.85453012402
f/3	f/5	1.88696642542
f/3	f/4	1.87655629468
f/3	f/5	1.94629207715
f/3	f/8	1.9871308833
f/3	f/5	1.87972251321
f/3	f/1	1.91299140971
f/3	f/6	1.9852964221
f/3	f/5	1.88846381891
f/3	f/3	1.76012889326
f/3	f/2	1.85063147547
f/3	f/4	1.92165560051
f/3	f/3	1.74785912189
f/3	f/4	1.84883299671
f/3	f/4	1.87899611206
f/3	f/2	1.93657644372
f/3	f/4	1.88802051724
f/3	f/1	1.89959772207
